slat,slon,dlat,dlon
-73.98342133,40.7701683,-73.9824295,40.73683929
-73.94184875,40.79872131,-73.95992279,40.76284027
-73.95295715,40.78303146,-73.96231079,40.79817963
-73.98235321,40.75137711,-73.98073578,40.73958588
-74.01243591,40.72037125,-74.00339508,40.72935486
-73.78214264,40.64468002,-73.99324036,40.68846893
-73.96620178,40.75831985,-73.97870636,40.73701859
-73.99156952,40.75003815,-73.9794693,40.76110077
-73.99826813,40.73378372,-73.99501801,40.75003052
-73.96681976,40.77001953,-74.00256348,40.73815918
-73.98085785,40.73701859,-73.97882843,40.73664093
-73.97383118,40.76395035,-73.97703552,40.75930023
-73.9728241,40.75840378,-73.98623657,40.72794724
-73.9910202,40.76424026,-73.97949219,40.76139069
-73.97953796,40.7766037,-73.97966003,40.78137207
-73.98428345,40.74922943,-73.99842072,40.72266388
-73.93995667,40.85142899,-73.95426178,40.82149124
-73.94625854,40.77268982,-73.95668793,40.78364944
-73.90351105,40.63916016,-73.90310669,40.63920975
-73.96617126,40.76636124,-73.95449066,40.7661438
-73.9899292,40.73466873,-73.98479462,40.74349976
-73.97052002,40.7518692,-73.98036194,40.74268723
-73.98007965,40.78556824,-73.98627472,40.7769928
-73.77744293,40.64664078,-73.93577576,40.8484726
-74.00502777,40.71920013,-73.92974091,40.70294189
-73.98587036,40.73520279,-73.94702911,40.79101181
-73.96988678,40.75320816,-73.98961639,40.76446152
-73.79018402,40.64678192,-73.96272278,40.75872803
-73.98843384,40.7371788,-73.98106384,40.73883057
-73.96682739,40.80426025,-73.97238922,40.7599411
-73.98028564,40.76540375,-73.97760773,40.78276825
-73.99127197,40.74967575,-73.97595215,40.77623367
-73.94927979,40.77304077,-73.98802948,40.76901245
-73.97725677,40.78974533,-74.00250244,40.7189064
-74.00144958,40.73363876,-74.01275635,40.71621704
-73.94882202,40.77319717,-73.78299713,40.64390564
-73.96916962,40.76118469,-73.96884155,40.75482559
-73.9569397,40.77072144,-73.86432648,40.7560997
-73.98992157,40.73360062,-73.97655487,40.74822617
-73.97464752,40.75628662,-73.98903656,40.73498535
-73.986763,40.74270248,-73.97605896,40.75124741
-73.9910965,40.77082825,-73.98849487,40.7544632
-73.95941162,40.77996063,-73.98069,40.78276825
-73.97022247,40.75764847,-73.99330902,40.74720383
-74.00449371,40.74187851,-73.99363708,40.74692154
-73.99397278,40.74625015,-73.98651886,40.74287033
-73.98674011,40.72977829,-73.99468231,40.75191116
-73.97996521,40.78409958,-73.98220825,40.7787323
-73.95050049,40.66950226,-73.94657898,40.6732254
-73.97789764,40.77339172,-73.96333313,40.76192093
-73.97627258,40.74822998,-73.97564697,40.75551987
-73.97389221,40.75068283,-73.98825836,40.75135422
-73.98280334,40.7669754,-73.97458649,40.77823639
-73.96287537,40.77013779,-73.98506165,40.73215103
-73.97218323,40.76459885,-73.97537231,40.68656921
-73.98628235,40.74672699,-74.00461578,40.74152756
-73.96609497,40.77098083,-73.97341919,40.75046539
-74.00709534,40.7400322,-73.98673248,40.70231247
-73.95635223,40.7815094,-73.95622253,40.78160477
-73.98635864,40.73030853,-73.97327423,40.74981689
-73.98195648,40.76911163,-73.9884491,40.77453995
-73.978302,40.75656128,-73.99601746,40.76220322
-73.97307587,40.75453949,-73.98117065,40.75429535
-73.99181366,40.7493782,-73.9826355,40.75649261
-73.98751831,40.72864151,-74.00930023,40.70193863
-73.98683167,40.74792862,-73.96218872,40.76747513
-73.98230743,40.76854324,-73.97747803,40.73393631
-73.95595551,40.7819252,-73.93947601,40.80518723
-73.97755432,40.74621964,-73.94120789,40.80501938
-73.9944458,40.75078583,-74.01210785,40.70671844
-73.95552063,40.68117142,-73.92873383,40.6795311
-73.96134949,40.76919174,-73.96865845,40.79758835
-74.00250244,40.73396683,-73.9651413,40.75993347
-73.97293854,40.79576874,-74.01169586,40.71389008
-73.97615051,40.78909683,-73.98996735,40.77607727
-73.94045258,40.79332733,-73.97869873,40.74093246
-73.9732666,40.76390839,-73.98639679,40.74567032
-73.98709869,40.74271011,-73.98023987,40.76560974
-73.99954987,40.73852158,-73.99233246,40.75836182
-73.94229889,40.71195984,-73.9825058,40.72304153
-73.97406769,40.75786972,-73.99972534,40.73470688
-73.97611237,40.74002838,-73.98329926,40.75056076
-73.99707031,40.73762131,-73.99311829,40.72421646
-73.98872375,40.72150421,-73.97638702,40.7610817
-73.99085999,40.75618744,-73.98459625,40.76312256
-73.98986053,40.77215195,-73.9749527,40.79285812
-73.94332886,40.78945923,-73.89604187,40.74472046
-73.78945923,40.64699936,-73.98188019,40.6705513
-73.97822571,40.76293182,-73.97682953,40.78245544
-73.97422791,40.75666428,-73.78986359,40.64311981
-73.96046448,40.77274323,-73.98008728,40.76099396
-73.95166779,40.76980591,-73.98144531,40.75691986
-73.95352173,40.77859497,-73.94868469,40.77824783
-73.96983337,40.76272202,-73.99452972,40.69023132
-73.96099854,40.76915741,-73.98203278,40.77636719
-73.99529266,40.75992966,-73.97982025,40.77775955
-73.97263336,40.78669739,-73.98084259,40.77452087
-74.0043869,40.72856522,-73.99536896,40.73081207
-73.98168182,40.770504,-73.98194885,40.77710342
-73.9812088,40.75923157,-73.96611786,40.8015213
-73.96376801,40.77122116,-73.95849609,40.77854919
-73.9702301,40.7498703,-73.95214081,40.78136063
-73.95521545,40.78610611,-73.98173523,40.7521286
-74.00442505,40.72854614,-73.99062347,40.74597168
-73.9695282,40.67536545,-73.97740936,40.69657516
-73.98209381,40.74311829,-73.98767853,40.75078964
-73.97596741,40.74398041,-73.97058868,40.75664139
-73.98252869,40.61279297,-73.99317169,40.60260773
-73.96421814,40.77047729,-73.9411087,40.81427383
-73.98074341,40.75062943,-73.99407959,40.74890137
-74.00389862,40.71315002,-73.99287415,40.69778061
-73.98879242,40.7348938,-73.95026398,40.72279358
-73.99259949,40.72386932,-73.96440887,40.71953964
-73.97529602,40.74956512,-73.97462463,40.76202011
-73.98078156,40.77986526,-73.98168182,40.75239182
-73.98056793,40.75120163,-73.97835541,40.73085785
-73.9670105,40.76676178,-73.94039154,40.84059906
-73.96937561,40.76631165,-73.95914459,40.78054047
-73.86360168,40.76976776,-73.97748566,40.75919342
-73.98222351,40.76763916,-73.95697784,40.78327179
-73.9681778,40.75982666,-73.96088409,40.76823044
-73.86323547,40.7700386,-74.01377106,40.70912933
-73.96022034,40.77313995,-73.94954681,40.77022934
-73.94580078,40.81284332,-73.95262146,40.81106949
-73.98220825,40.76924133,-73.95992279,40.78222656
-73.96057892,40.76966095,-73.97702026,40.74982834
-73.99214935,40.74953842,-73.9859314,40.72940063
-73.94589996,40.78609085,-73.88521576,40.67994308
-73.98210907,40.77038956,-73.97775269,40.75703812
-73.99329376,40.72245026,-73.9992218,40.67325974
-73.96591949,40.75846863,-73.96583557,40.75365067
-73.97737885,40.73861313,-74.00195313,40.73149872
-73.79344177,40.64481354,-73.79524231,40.64466858
-73.98545074,40.73583984,-74.00069427,40.7479248
-73.9770813,40.76447296,-73.97480011,40.75595093
-73.98298645,40.76790237,-74.00236511,40.75600815
-73.98671722,40.75723648,-73.9778595,40.74578857
-73.98290253,40.75677872,-73.99126434,40.75008392
-73.98210144,40.76536942,-73.99014282,40.75669861
-73.99412537,40.74600983,-73.99526215,40.72680283
-74.00282288,40.7495575,-73.99342346,40.75540924
-73.99500275,40.72538376,-73.98829651,40.75382614
-73.98906708,40.71895981,-73.97558594,40.74542618
-73.9910965,40.74501038,-73.96926117,40.75201035
-73.99539185,40.73947144,-73.98969269,40.73426819
-73.77671814,40.64510727,-73.91718292,40.70054626
-74.00622559,40.72330856,-73.9863205,40.73074341
-74.01039886,40.71957016,-74.00414276,40.73016739
-73.98944855,40.74171066,-73.9835968,40.76226044
-74.01165009,40.71026993,-74.00467682,40.72712326
-73.95233154,40.7777977,-73.96350098,40.76190948
-73.98797607,40.73213196,-73.97982025,40.74335098
-73.95033264,40.77970886,-73.95806885,40.77339172
-73.93195343,40.74452591,-73.91200256,40.76194382
-73.9598999,40.77357483,-73.99046326,40.75098419
-73.95835114,40.78074646,-73.96498871,40.76680374
-73.96085358,40.76077271,-73.96814728,40.76267242
-73.9925766,40.74858093,-73.95018768,40.80654907
-74.00315094,40.73365402,-73.9897995,40.76267624
-73.97902679,40.78947067,-73.98470306,40.76316071
-73.95833588,40.77479553,-73.95638275,40.78313446
-73.78610229,40.63975525,-74.00387573,40.71685028
-74.00021362,40.72720337,-73.9885788,40.7456131
-73.9960022,40.72513962,-73.98787689,40.73223877
-73.98067474,40.7306366,-74.00679779,40.71992874
-73.98799133,40.73159409,-74.00388336,40.70766068
-73.96895599,40.7610817,-73.98274994,40.75027847
-73.97543335,40.78783417,-73.96943665,40.78554535
-73.98307037,40.77345276,-73.95326996,40.7723999
-73.99649811,40.73381805,-74.00891113,40.71995163
-73.9872818,40.77090836,-73.99362946,40.73413086
-73.98329926,40.76641083,-73.93611145,40.69736099
-74.00302124,40.72692871,-73.98777771,40.73781967
-73.9719696,40.76260376,-73.95573425,40.77233505
-73.98114014,40.77455902,-73.97341919,40.7640686
-73.9890213,40.74534988,-73.9617691,40.76829147
-73.95362854,40.76711655,-73.974617,40.73710632
-73.97856903,40.75655365,-73.98982239,40.73934937
-73.94962311,40.78083038,-73.95038605,40.77730942
-73.95842743,40.71318817,-73.95095062,40.72156906
-73.95668793,40.80086136,-73.95303345,40.8074913
-73.99357605,40.74710846,-73.99622345,40.71143341
-73.92653656,40.765522,-73.96823883,40.75128555
-73.9825592,40.77194214,-74.00502014,40.73183823
-73.99359131,40.72137833,-73.99747467,40.69551468
-73.97409058,40.76319885,-73.9825592,40.77444458
-74.00572205,40.73823929,-73.99208832,40.73549271
-74.0038147,40.73202896,-73.95664978,40.71340942
-73.98915863,40.7397995,-73.97369385,40.74798965
-73.996521,40.72541428,-73.99351501,40.69004822
-73.94490051,40.80879211,-73.98054504,40.76153183
-73.98783875,40.73224258,-73.99542999,40.74391937
-74.00231171,40.72647095,-74.01045227,40.72013855
-73.97795868,40.72546768,-74.00639343,40.70857239
-73.98648834,40.7779007,-73.96443939,40.77167511
-73.99542236,40.68788147,-73.97302246,40.75422287
-74.0005722,40.7298851,-73.9805603,40.74646378
-73.98901367,40.73110199,-73.96903992,40.75522614
-73.97357941,40.78973007,-73.97483063,40.79029083
-73.99446869,40.7503891,-73.96891785,40.76037216
-73.99317932,40.74132538,-73.98532867,40.75952911
-73.98478699,40.73645401,-73.97520447,40.74791336
-73.97533417,40.76148224,-73.98345947,40.7500267
-73.99329376,40.75287247,-73.9877243,40.77011108
-73.9953537,40.68814468,-74.00271606,40.71816635
-74.00427246,40.71309662,-74.00771332,40.71453857
-73.98987579,40.74692535,-73.99301147,40.75273132
-73.97270966,40.79091644,-73.96469116,40.76716995
-73.97006989,40.78955078,-73.95024872,40.77640152
-74.01569366,40.71144867,-74.01045227,40.73076248
-73.9849472,40.75194931,-73.98355865,40.75155258
-73.99371338,40.74162292,-73.99012756,40.76808167
-73.95378876,40.77501297,-74.0020752,40.75098419
-74.00298309,40.7280426,-73.9356842,40.68346786
-74.01020813,40.70994186,-73.98522949,40.75972366
-73.98149872,40.75859833,-74.00099945,40.74629974
-73.98204803,40.75704956,-73.95448303,40.76742935
-73.959198,40.77156067,-73.97606659,40.74467087
-73.9777832,40.74599075,-73.97424316,40.75131607
-73.96430206,40.77352142,-73.94030762,40.80562973
-73.97522736,40.76165009,-73.96824646,40.75566101
-73.98990631,40.75663376,-73.92875671,40.86443329
-73.98223114,40.74890137,-73.972229,40.75419998
-73.97637939,40.75904083,-73.98861694,40.74271011
-73.98202515,40.77710724,-73.9747467,40.78779602
-73.99260712,40.71871948,-73.96204376,40.71321106
-73.96572876,40.76686096,-73.95513916,40.78569031
-73.95487213,40.7675209,-73.96337128,40.77518845
-73.99230957,40.75168991,-73.96630859,40.7580986
-73.98466492,40.74804688,-73.98547363,40.75780869
-73.98055267,40.74763489,-73.97931671,40.74978256
-73.98565674,40.73532104,-73.99972534,40.75086594
-73.96633911,40.75315857,-73.9593277,40.76673889
-73.98033142,40.75138092,-73.98247528,40.73931885
-73.98174286,40.76429367,-73.97345734,40.73826981
-73.97423553,40.75679016,-73.95871735,40.7642746
-73.95420837,40.76441956,-73.98140717,40.7300415
-74.00540161,40.74589539,-73.99468231,40.7457962
-73.96134186,40.78036118,-73.95426178,40.77814865
-73.99117279,40.7329216,-73.99920654,40.72008133
-73.98794556,40.75973129,-73.96356201,40.77429581
-73.95375824,40.76358414,-73.95149231,40.78207397
-73.97964478,40.76088333,-73.97090912,40.75630188
-73.95013428,40.78000641,-73.95548248,40.77695847
-73.99981689,40.74345779,-73.96544647,40.75458908
-73.930336,40.76159668,-73.91665649,40.76454163
-74.00816345,40.74051285,-73.98992157,40.71230698
-73.99169159,40.73858261,-74.00062561,40.72077942
-73.97644043,40.76347351,-73.90962219,40.84098816
-74.00630188,40.7396698,-73.997612,40.74108887
-73.78206635,40.64473343,-73.93997955,40.8412056
-73.95357513,40.77108002,-73.95993805,40.7624855
-73.98880005,40.71921921,-73.99162292,40.72681046
-73.9824295,40.75662231,-73.91590118,40.61838531
-74.00849152,40.71648026,-73.99427032,40.72253036
-73.97315979,40.74422073,-73.97218323,40.75264359
-73.95373535,40.76728058,-73.9851532,40.73809814
-74.00173187,40.74198532,-74.01082611,40.7045517
-73.98591614,40.73600388,-73.7898407,40.64704132
-73.9923172,40.71879196,-74.00884247,40.73862457
-74.20985413,40.81685257,-74.20985413,40.81685257
-73.99388123,40.73265457,-74.00952148,40.71406937
-73.94542694,40.77410507,-73.96302032,40.76932144
-73.96570587,40.76527023,-73.95413971,40.76389694
-73.96394348,40.77022171,-73.97641754,40.75505829
-73.93914032,40.80509949,-73.96292114,40.80512238
-73.99967957,40.73857498,-73.9998703,40.74363327
-74.00645447,40.73963165,-74.00080109,40.72888565
-74.00193024,40.7508316,-73.99506378,40.76025391
-73.9829483,40.73881912,-73.97589874,40.7465477
-73.97263336,40.75667191,-73.98423767,40.7780304
-74.00754547,40.70494461,-73.97153473,40.76561737
-74.01506805,40.71595383,-73.97985077,40.76470947
-73.99172974,40.74440384,-73.93437958,40.7550354
-73.98828888,40.75947189,-73.98399353,40.7697525
-73.98625946,40.75085831,-73.98228455,40.75711823
-73.95383453,40.76654816,-73.98065948,40.74927521
-73.9716568,40.75911713,-73.98202515,40.73924255
-73.95458984,40.77397156,-74.00431824,40.73326111
-73.96955109,40.75353241,-73.99003601,40.75696182
-73.9630661,40.77408981,-73.98020935,40.7674942
-73.96878052,40.76435852,-73.96450043,40.75798035
-73.97399139,40.78398132,-73.96548462,40.79202271
-73.97360229,40.78458786,-73.99212646,40.75932693
-74.00218201,40.72821045,-73.91627502,40.69072342
-73.96955109,40.75323868,-73.9797821,40.74617767
-74.00035858,40.73760986,-73.98362732,40.72836685
-73.96425629,40.76087189,-73.99581909,40.764328
-73.97058105,40.76221848,-73.98332977,40.74446869
-73.97496796,40.75288773,-74.00959015,40.72081757
-73.95469666,40.76564789,-73.98025513,40.76538467
-73.96812439,40.76272964,-73.96811676,40.79205322
-73.99090576,40.73474503,-74.00184631,40.73365021
-74.00804901,40.7385788,-73.99723053,40.72253036
-74.00099945,40.74713898,-74.00016785,40.73788834
-73.97956085,40.74663162,-73.98130798,40.75873947
-73.99559021,40.72470093,-73.98722076,40.72237778
-73.96598053,40.7562294,-73.93438721,40.64981079
-73.97710419,40.76531219,-73.95265961,40.77666092
-73.9920578,40.68444061,-73.99293518,40.69750977
-73.9831543,40.77099228,-73.97728729,40.7896843
-73.98010254,40.74298096,-73.97029114,40.75619507
-73.94638062,40.77726364,-73.9603653,40.77527618
-73.99172974,40.75623322,-73.97640991,40.75741577
-73.98244476,40.76211548,-73.99482727,40.76045609
-74.00771332,40.70494461,-73.9473877,40.77557373
-73.95863342,40.8008194,-73.95306396,40.81411362
-73.97812653,40.75234985,-73.9943924,40.7501297
-73.97840118,40.76366425,-73.98639679,40.73617554
-73.93793488,40.81233978,-73.95462036,40.77784729
-73.87458038,40.77416229,-73.99388123,40.7205658
-73.96567535,40.80528641,-73.96357727,40.80621338
-73.98018646,40.77898026,-73.98406219,40.77070999
-73.99874115,40.72423935,-74.00534058,40.71524811
-74.00505829,40.72297668,-73.97772217,40.79147339
-73.99860382,40.76081848,-73.9897995,40.7189064
-73.97142029,40.7569313,-73.97924042,40.78992081
-73.95774078,40.78517151,-73.96909332,40.76953888
-73.98667145,40.73283005,-74.00090027,40.72948074
-73.99468994,40.73472214,-73.98281097,40.74521255
-73.98874664,40.72256088,-73.99107361,40.7498703
-73.97799683,40.78653336,-73.94842529,40.784935
-73.99900055,40.74460983,-74.00343323,40.72777176
-73.98957825,40.75270081,-74.00924683,40.715271
-73.95492554,40.78908539,-73.95580292,40.77235794
-73.97154236,40.7635498,-73.87216187,40.77429199
-73.94277191,40.79426575,-73.94213867,40.80968857
-73.98103333,40.72110748,-73.89634705,40.7051239
-74.00511932,40.71908951,-73.96807098,40.68888855
-74.00052643,40.73218155,-73.98744202,40.75891113
-73.98193359,40.75774384,-73.99028015,40.76156998
-73.95012665,40.78403473,-73.97996521,40.76080322
-73.97974396,40.77119827,-73.97149658,40.78764725
-73.99752045,40.72243881,-74.00229645,40.74777985
-74.00211334,40.75061035,-74.00544739,40.71998978
-73.98686981,40.73684692,-73.97209167,40.75964355
-73.9584198,40.7833252,-73.9853363,40.77049255
-73.97439575,40.76337814,-73.95270538,40.76832199
-73.98023224,40.74290848,-73.96807861,40.75630188
-73.97746277,40.75784302,-73.87268829,40.77448273
-74.01138306,40.70328522,-73.97724152,40.73404694
-73.95410156,40.77047729,-73.95793152,40.7820282
-73.98992157,40.75621033,-73.94923401,40.77101517
-73.99147034,40.74969101,-73.98374939,40.74991989
-73.99626923,40.73838043,-73.99041748,40.74913788
-73.79019928,40.6437912,-73.87174225,40.72900009
-73.96490479,40.76643372,-73.98534393,40.74962234
-73.98246002,40.76833725,-73.99401855,40.76972961
-73.98329163,40.73474884,-73.99150848,40.7269783
-73.98294067,40.7716713,-73.98866272,40.76403046
-73.98729706,40.74959183,-73.96613312,40.75399017
-73.98163605,40.77863312,-73.96628571,40.80408478
-74.01171875,40.70378876,-74.0122757,40.71387863
-73.97415161,40.7314682,-74.00453186,40.70708466
-73.965271,40.75498581,-74.01381683,40.71354675
-73.95354462,40.77950287,-73.9397583,40.79437637
-73.78356934,40.6486702,-73.93600464,40.69747162
-74.00577545,40.73308563,-73.81344604,40.71044922
-73.87094879,40.77381134,-74.00821686,40.73392105
-73.97229004,40.76325607,-73.98485565,40.74826431
-73.97948456,40.7843399,-73.98217773,40.77096558
-73.98865509,40.76901627,-73.97940826,40.7594223
-73.96656799,40.77342987,-74.0022583,40.74871826
-73.95555878,40.76847839,-73.94889069,40.77767563
-73.95187378,40.79017258,-73.9358902,40.79612732
-73.99586487,40.74398804,-73.74427032,40.70778275
-73.98260498,40.76831055,-73.98435974,40.75478745
-73.98605347,40.72687531,-74.00231171,40.72932053
-73.77631378,40.64545441,-73.77631378,40.64545441
-73.9695816,40.79042053,-73.94754791,40.77285004
-73.98206329,40.77270126,-73.95440674,40.7729187
-73.98239899,40.77140427,-73.95676422,40.77316666
-73.97538757,40.75173569,-73.97816467,40.78853607
-74.00461578,40.72118378,-73.98335266,40.76579666
-74.00289917,40.73356628,-73.9353714,40.76728058
-73.99128723,40.73093033,-74.00578308,40.7365303
-73.98800659,40.75495148,-73.97849274,40.78799057
-73.98381042,40.74396133,-73.9484787,40.71841812
-74.0080719,40.73923111,-73.9936142,40.73282623
-73.98860168,40.76882172,-73.95346069,40.77251053
-73.9835434,40.76046753,-73.98889923,40.75268173
-73.95330811,40.77249146,-73.96565247,40.7686615
-73.97057343,40.7677002,-73.98513031,40.73066711
-73.7902298,40.6468277,-73.90460968,40.66094971
-73.95201111,40.77668762,-73.97856903,40.77228546
-73.98326874,40.76779175,-73.96230316,40.76733017
-73.96417999,40.7677269,-73.98593903,40.74105453
-73.99575806,40.7387085,-73.97293091,40.79347992
-73.97742462,40.78946304,-73.9611969,40.81156921
-73.98677826,40.76152039,-73.99472809,40.75179291
-74.0031662,40.72767258,-73.99222565,40.71533203
-73.98766327,40.73360825,-73.97879028,40.78231049
-73.99533844,40.74383163,-73.97735596,40.74373245
-74.01609039,40.7049675,-74.01360321,40.71511841
-74.00492096,40.74151611,-73.97888947,40.76239777
-73.97776794,40.78698349,-73.97671509,40.73970795
-73.99992371,40.7346611,-74.00710297,40.74258041
-73.98965454,40.7560997,-73.97900391,40.75976563
-73.99794006,40.75642014,-73.99550629,40.76139069
-73.91332245,40.75650024,-73.84275818,40.72111893
-73.99750519,40.72102737,-73.99549866,40.67873383
-74.00110626,40.73091888,-73.98779297,40.72117996
-73.97086334,40.75862885,-73.98246765,40.74771118
-73.96300507,40.77493286,-73.96959686,40.7628212
-73.9788208,40.74769974,-73.97763062,40.74727249
-73.99401855,40.75135803,-73.97806549,40.75468063
-74.00340271,40.74372864,-73.96105194,40.7113533
-73.98429108,40.76890182,-73.97795868,40.78360367
-73.95401764,40.76648331,-73.97588348,40.78886795
-73.95466614,40.82100296,-73.95466614,40.82100296
-74.00743103,40.70495224,-73.98708344,40.74711227
-73.96662903,40.76649094,-73.9458847,40.77362823
-73.98518372,40.76036072,-73.97104645,40.7528801
-74.00106049,40.71791077,-73.98410034,40.74641418
-73.98900604,40.73074341,-73.98184204,40.74058914
-73.96796417,40.77121353,-73.98355865,40.75048447
-73.98654938,40.74030304,-73.99389648,40.73565292
-73.96001434,40.77635956,-73.95205688,40.77720261
-73.99571991,40.74917221,-73.97645569,40.75718307
-74.00297546,40.72828674,-73.99320221,40.74256516
-74.0083313,40.73552704,-74.01504517,40.71533966
-73.97783661,40.72960281,-73.77640533,40.64525604
-73.87446594,40.77407837,-73.96434784,40.76400375
-73.97512817,40.74975967,-73.98634338,40.77887726
-73.97939301,40.75439835,-73.98542786,40.74673843
-73.95465851,40.69024658,-73.91930389,40.74938202
-73.97473907,40.72981644,-73.98921967,40.73006439
-73.94499207,40.77893829,-73.96094513,40.77003479
-73.96968842,40.79774094,-73.97247314,40.78629684
-73.99088287,40.72979355,-73.98094177,40.72103119
-73.96652222,40.80422974,-73.94508362,40.82411957
-73.94494629,40.77478027,-73.95606995,40.77537918
-73.98339081,40.77355576,-73.96577454,40.76380157
-73.97258759,40.7542305,-73.96811676,40.7623291
-73.9787674,40.72425079,-73.9786911,40.71364975
-73.98097229,40.77450562,-73.95455933,40.78661346
-73.98225403,40.76601791,-73.99146271,40.75043106
-73.95186615,40.78120422,-73.95444489,40.76594543
-74.01068878,40.71033859,-73.98805237,40.75967407
-73.9828186,40.72689819,-73.97992706,40.73088074
-73.99280548,40.72333527,-73.95883942,40.71883774
-73.99059296,40.75094604,-73.99813843,40.74073792
-73.98990631,40.72568893,-73.96961975,40.76296997
-73.96000671,40.77134323,-73.97097778,40.7892952
-73.97444916,40.76229858,-73.9910202,40.74721146
-73.98240662,40.75400162,-73.94026947,40.7979126
-73.97281647,40.76090622,-73.98743439,40.7488327
-73.95056152,40.77735519,-73.95326233,40.76684952
-73.93829346,40.84714127,-73.94034576,40.84142685
-73.97918701,40.76309967,-73.99163818,40.75411987
-73.98194885,40.76175308,-73.98130035,40.76081085
-73.97373199,40.74393082,-73.99118805,40.75486374
-73.99999237,40.73046875,-73.98208618,40.75775909
-73.99697113,40.73262787,-74.00574493,40.7359581
-73.98960876,40.75772095,-73.99038696,40.75123978
-74.00263214,40.72858047,-73.99819946,40.73556137
-73.9731369,40.75114059,-73.98710632,40.70378876
-73.97018433,40.78422165,-73.9769516,40.75871658
-73.98280334,40.73151016,-73.95471954,40.65600967
-73.98655701,40.73046875,-73.99969482,40.73764038
-73.98950958,40.71918869,-73.95707703,40.7329216
-73.77671814,40.64574051,-73.97576904,40.74755478
-73.95767975,40.76558685,-74.01136017,40.70170212
-73.99798584,40.73589325,-73.95493317,40.76531982
-74.00641632,40.73283386,-74.01171112,40.71498108
-73.78371429,40.6486702,-73.98539734,40.7597084
-73.98876953,40.74497986,-73.99092102,40.74863815
-73.97923279,40.78461075,-73.94434357,40.83702087
-73.97483063,40.74335098,-73.98800659,40.73360062
-73.98082733,40.75323105,-73.97370911,40.75856018
-73.98175049,40.74886322,-73.9777298,40.78398132
-73.97843933,40.76276016,-73.94696808,40.77613068
-73.99406433,40.75122452,-73.97428894,40.75971603
-74.01780701,40.70652008,-73.97666168,40.75746155
-73.88876343,40.7469902,-73.87673187,40.742733
-73.98600769,40.72291183,-73.87271118,40.77452087
-73.98966217,40.74176025,-73.99947357,40.73926926
-73.95075226,40.78236008,-73.96251678,40.76317215
-74.01003265,40.71294022,-73.97956848,40.72732925
-73.96304321,40.71176147,-73.99720764,40.72220993
-73.98352051,40.77121735,-73.9761734,40.79239655
-73.98706055,40.75093842,-73.97453308,40.75727463
-73.9751358,40.74172592,-73.98936462,40.75104523
-73.98812866,40.73843002,-73.99301147,40.75248718
-73.97869873,40.74497604,-73.93343353,40.69663239
-73.9905014,40.72481155,-73.97756195,40.71842957
-73.8729248,40.77404785,-73.98812866,40.7591629
-73.95535278,40.76829529,-73.96789551,40.68848038
-73.99539185,40.76142883,-73.97367859,40.76314926
-73.94927216,40.77318954,-73.97183228,40.7505188
-73.96713257,40.75692749,-73.97672272,40.747715
-73.95430756,40.77898026,-73.96240234,40.77233887
-73.87291718,40.77420044,-73.98227692,40.7394104
-73.9078598,40.77411652,-73.88977814,40.76945114
-73.96542358,40.75507736,-73.96696472,40.76077652
-73.97805786,40.76379776,-73.97566223,40.75776672
-73.95793915,40.72186279,-73.80687714,40.71679688
-73.98150635,40.78082275,-73.97421265,40.79056931
-73.98374176,40.72157669,-73.99765778,40.75663757
-73.9962616,40.74274063,-73.98767853,40.73273849
-73.97066498,40.75896835,-74.01018524,40.72146225
-73.95585632,40.76421738,-73.99108887,40.7505455
-73.96809387,40.76227188,-73.95721436,40.77010727
-73.95189667,40.77367783,-73.96440887,40.76984024
-74.00325012,40.71587753,-73.99973297,40.71905136
-73.95495605,40.77764893,-73.98103333,40.74371338
-73.98210144,40.77375031,-73.97590637,40.7831192
-73.9846344,40.76850128,-73.9729538,40.78534317
-73.96522522,40.77486801,-73.99328613,40.75740814
-73.99938202,40.7338562,-73.98558807,40.75621033
-73.7898407,40.64696121,-73.87281799,40.77425003
-73.98396301,40.7493515,-73.99068451,40.73997879
-73.96189117,40.7639389,-73.95485687,40.76536942
-73.96063995,40.78150177,-73.97593689,40.7881279
-73.99822998,40.74571609,-73.99500275,40.74645996
-74.00166321,40.73552322,-73.98459625,40.73854065
-73.99205017,40.74914169,-73.98783875,40.74100494
-73.99385834,40.73532104,-73.97707367,40.76010895
-73.95954132,40.77011108,-73.97251892,40.75909424
-74.00110626,40.73912048,-73.98500824,40.72821045
-73.99143219,40.74990082,-73.97257233,40.76224899
-73.97530365,40.7651825,-73.96219635,40.76795959
-73.98252106,40.72742081,-73.98058319,40.73006058
-73.99291229,40.7367363,-73.95723724,40.77843857
-73.95775604,40.76886749,-73.95440674,40.76420212
-73.98091125,40.72956085,-73.97966766,40.73542023
-73.98290253,40.76473618,-73.98989868,40.75221634
-73.97209167,40.74365997,-74.01114655,40.67888641
-73.96363068,40.77433014,-73.97422028,40.76294708
-74.00175476,40.73755264,-73.96414948,40.7546463
-73.98218536,40.7636795,-73.78546906,40.64978027
-73.94570923,40.7736702,-73.95536804,40.78248978
-73.98466492,40.74277878,-73.97676086,40.76591492
-73.98653412,40.72592545,-73.97434998,40.73024368
-73.98691559,40.76092911,-73.99329376,40.72795486
-73.98560333,40.76323318,-74.01585388,40.71159363
-73.9666748,40.75326157,-73.98973083,40.77278137
-73.98318481,40.7713356,-73.98384857,40.76713562
